name,need
Monotonic Functions,Monotone Real Functions
Monotone Real Functions,Real Functions
Monotone Real Functions,Real Order
Real Functions,Intervals
Real Order,Comparisons
Real Order,Real Numbers
Intervals,Real Line
Comparisons,Converse Relations
Comparisons,Orders
Real Numbers,Rational Numbers
Real Line,Integral Line
Real Line,Real Order
Converse Relations,Relations
Orders,Natural Order
Orders,Relations
Rational Numbers,Integer Arithmetic
Integral Line,Geometry
Integral Line,Integer Arithmetic
Relations,Set Products
Natural Order,Peano Axioms
Integer Arithmetic,Integer Products
Integer Arithmetic,Integer Sums
Integer Arithmetic,Natural Additive Identity
Integer Arithmetic,Natural Multiplicative Identity
Geometry,Sets
Set Products,Ordered Pairs
Set Products,Set Powers
Peano Axioms,Natural Induction
Integer Products,Integer Numbers
Integer Products,Natural Products
Integer Sums,Integer Numbers
Integer Sums,Natural Sums
Natural Additive Identity,Arithmetic
Natural Additive Identity,Identity Elements
Natural Multiplicative Identity,Arithmetic
Natural Multiplicative Identity,Identity Elements
Sets,Names
Ordered Pairs,Unordered Pairs
Set Powers,Unordered Triples
Natural Induction,Natural Numbers
Integer Numbers,Equivalence Relations
Integer Numbers,Natural Numbers
Natural Products,Natural Sums
Natural Sums,Recursion Theorem
Arithmetic,Natural Powers
Arithmetic,Operations
Identity Elements,Operations
Names,Letters
Names,Objects
Unordered Pairs,Set Specification
Unordered Triples,Pair Unions
Natural Numbers,Intersection of Empty Set
Natural Numbers,Set Differences
Natural Numbers,Successor Sets
Equivalence Relations,Partitions
Equivalence Relations,Relations
Recursion Theorem,Peano Axioms
Natural Powers,Natural Products
Operations,Functions
Set Specification,Set Inclusion
Pair Unions,Set Unions
Intersection of Empty Set,Pair Unions
Intersection of Empty Set,Set Intersections
Set Differences,Set Specification
Successor Sets,Pair Unions
Partitions,Set Intersections
Partitions,Set Unions
Functions,Relations
Set Inclusion,Standardized Accounts
Set Unions,Empty Set
Set Unions,Unordered Pairs
Set Intersections,Pair Intersections
Standardized Accounts,Accounts
Empty Set,Set Specification
Pair Intersections,Set Specification
Accounts,Deductions
Deductions,Quantified Statements
Quantified Statements,Logical Statements
Logical Statements,Statements
Statements,Identities
Statements,Sets
Identities,Names
