name,need
Real Positive Semidefinite Matrix Cone,Real Convex Cones
Real Positive Semidefinite Matrix Cone,Real Matrix Space
Real Positive Semidefinite Matrix Cone,Real Positive Semidefinite Matrices
Real Convex Cones,Cones
Real Convex Cones,Real Convex Sets
Real Matrix Space,Symmetric Matrices
Real Matrix Space,Vector Subspaces
Real Matrix Space,Vectors
Real Positive Semidefinite Matrices,Quadratic Forms
Real Positive Semidefinite Matrices,Symmetric Real Matrices
Cones,N-Dimensional Half-Lines
Cones,Real Cones
Real Convex Sets,N-Dimensional Line Segments
Real Convex Sets,Real Affine Sets
Real Convex Sets,Real Halfspaces
Real Convex Sets,Real Subspaces
Real Convex Sets,Topological Closures
Real Convex Sets,Topological Interiors
Symmetric Matrices,Matrix Transpose
Symmetric Matrices,Symmetric Real Matrices
Vector Subspaces,Real Subspaces
Vector Subspaces,Vectors
Vectors,Fields
Vectors,Real Vectors
Quadratic Forms,Matrix Trace
Quadratic Forms,Multivariate Real Polynomials
Quadratic Forms,Real Matrix-Matrix Products
Quadratic Forms,Real Vectors
Symmetric Real Matrices,Vectors as Matrices
N-Dimensional Half-Lines,N-Dimensional Lines
Real Cones,N-Dimensional Space
N-Dimensional Line Segments,Intervals
N-Dimensional Line Segments,N-Dimensional Lines
Real Affine Sets,N-Dimensional Lines
Real Affine Sets,Real Affine Combinations
Real Halfspaces,Real Hyperplanes
Real Halfspaces,Real Inner Product
Real Halfspaces,Vectors as Matrices
Real Subspaces,Real Vectors Span
Topological Closures,Real Set Closures
Topological Closures,Topological Neighborhoods
Topological Interiors,Topological Neighborhoods
Matrix Transpose,Vectors as Matrices
Fields,Rational Numbers
Fields,Rings
Real Vectors,N-Dimensional Space
Real Vectors,Plane Vector Sums and Differences
Real Vectors,Space Vectors
Matrix Trace,Matrix Transpose
Matrix Trace,Real Matrices
Matrix Trace,Real Matrix-Matrix Products
Multivariate Real Polynomials,Multivariate Functions
Multivariate Real Polynomials,Real Polynomials
Real Matrix-Matrix Products,Real Matrix-Vector Products
Vectors as Matrices,Real Inner Product
Vectors as Matrices,Real Matrices
Vectors as Matrices,Real Norm
Vectors as Matrices,Real Vectors
N-Dimensional Lines,N-Dimensional Space
N-Dimensional Space,Distance
Intervals,Real Line
Real Affine Combinations,N-Dimensional Lines
Real Affine Combinations,Real Linear Combinations
Real Hyperplanes,Affine Set Dimensions
Real Hyperplanes,Subspace Orthogonal Complements
Real Inner Product,N-Dimensional Space
Real Inner Product,Real Norm
Real Inner Product,Space Inner Product
Real Vectors Span,Real Linear Combinations
Real Set Closures,Real Limits
Real Set Closures,Real Numbers
Topological Neighborhoods,Topologies
Rational Numbers,Integer Arithmetic
Rational Numbers,Natural Fractions
Rings,Integer Arithmetic
Plane Vector Sums and Differences,Plane Vectors
Space Vectors,Plane Vectors
Real Matrices,Arrays
Real Matrices,Real Linear Equations
Real Matrices,Real Vectors
Multivariate Functions,N-Dimensional Space
Real Polynomials,Real Arithmetic
Real Matrix-Vector Products,Real Linear Combinations
Real Matrix-Vector Products,Vectors as Matrices
Real Norm,Absolute Value
Real Norm,Real Vectors
Real Norm,Space Norm
Distance,Space Distance
Real Line,Integral Line
Real Line,Real Order
Real Linear Combinations,Real Vectors
Affine Set Dimensions,Affinely Independent Vectors
Affine Set Dimensions,Real Affine Hulls
Affine Set Dimensions,Real Affine Sets and Subspaces
Affine Set Dimensions,Real Subspace Dimensions
Subspace Orthogonal Complements,Orthogonal Complements
Subspace Orthogonal Complements,Subspace Dimensions
Space Inner Product,Plane Inner Product
Space Inner Product,Space Norm
Real Limits,Absolute Value
Real Limits,Real Sequences
Real Numbers,Rational Numbers
Topologies,Metrics
Integer Arithmetic,Integer Products
Integer Arithmetic,Integer Sums
Integer Arithmetic,Natural Additive Identity
Integer Arithmetic,Natural Multiplicative Identity
Natural Fractions,Natural Arithmetic
Plane Vectors,Real Plane
Arrays,Lists
Real Linear Equations,Arrays
Real Linear Equations,Linear Functions
Real Linear Equations,Natural Equations
Real Arithmetic,Real Multiplicative Inverses
Absolute Value,Interval Length
Space Norm,Plane Norm
Space Norm,Space Distance
Space Distance,Plane Distance
Space Distance,Real Space
Integral Line,Geometry
Integral Line,Integer Arithmetic
Real Order,Comparisons
Real Order,Rational Order
Real Order,Real Numbers
Affinely Independent Vectors,Real Affine Hulls
Real Affine Hulls,Real Affine Combinations
Real Affine Hulls,Real Affine Sets
Real Affine Sets and Subspaces,Real Affine Sets
Real Affine Sets and Subspaces,Real Subspaces
Real Affine Sets and Subspaces,Real Translates
Real Subspace Dimensions,Real Subspaces
Real Subspace Dimensions,Real Vector Bases
Orthogonal Complements,Real Inner Products
Orthogonal Complements,Vector Subspaces
Subspace Dimensions,Vector Space Dimensions
Plane Inner Product,Plane Distance
Plane Inner Product,Plane Vectors
Plane Inner Product,Right Triangle Sides Relation
Real Sequences,Real Numbers
Real Sequences,Sequences
Metrics,Absolute Value
Metrics,Distance
Integer Products,Integer Numbers
Integer Products,Natural Products
Integer Sums,Integer Numbers
Integer Sums,Natural Sums
Natural Additive Identity,Identity Elements
Natural Additive Identity,Natural Arithmetic
Natural Multiplicative Identity,Identity Elements
Natural Multiplicative Identity,Natural Arithmetic
Natural Arithmetic,Natural Powers
Natural Arithmetic,Operations
Real Plane,Geometry
Real Plane,Lists
Real Plane,Real Order
Lists,Direct Products
Lists,Family Unions and Intersections
Lists,Set Numbers
Linear Functions,N-Dimensional Space
Linear Functions,Real Summation
Natural Equations,Equations
Natural Equations,Natural Order
Natural Equations,Natural Sums
Real Multiplicative Inverses,Rational Multiplicative Inverses
Real Multiplicative Inverses,Real Products
Interval Length,Intervals
Plane Norm,Absolute Value
Plane Norm,Plane Distance
Plane Norm,Plane Vectors
Plane Distance,Interval Length
Plane Distance,Real Plane
Real Space,Geometry
Real Space,Real Plane
