name,need
Conditional Dependency Graph,Graphs
Conditional Dependency Graph,Random Variables
Graphs,Relations
Random Variables,Probability Measures
Relations,Ordered Pairs
Probability Measures,Measure Space
Ordered Pairs,Sets
Measure Space,Subset Algebra
Sets,Objects
Subset Algebra,Set Operations
Subset Algebra,Set Specification
Subset Algebra,Cardinality
Set Operations,Algebras
Set Specification,Set Extension
Cardinality,Natural Numbers
Algebras,Operations
Set Extension,Identity
Natural Numbers,Functions
Operations,Functions
Identity,Objects
Functions,Relations
