name,need
Tree-Structured Distribution Approximation,Tree-Structured Distributions
Tree-Structured Distribution Approximation,Relative Entropy
Tree-Structured Distribution Approximation,Mutual Information Graph
Tree-Structured Distributions,Conditional Distributions
Tree-Structured Distributions,Rooted Trees
Relative Entropy,Cross Entropy
Relative Entropy,Entropy
Mutual Information Graph,Graphs
Mutual Information Graph,Mutual Information
Conditional Distributions,Marginal Distributions
Conditional Distributions,Conditional Event Probability
Conditional Distributions,Probability Distributions
Rooted Trees,Trees
Cross Entropy,Logarithm
Cross Entropy,Probability Distributions
Entropy,Probability Distributions
Entropy,Logarithm
Graphs,Relations
Mutual Information,Relative Entropy
Marginal Distributions,Probability Distributions
Conditional Event Probability,Event Probabilities
Probability Distributions,Real Numbers
Probability Distributions,Summation
Probability Distributions,Probability Outcomes
Trees,Graphs
Logarithm,Real Numbers
Relations,Ordered Pairs
Event Probabilities,Probability Distributions
Event Probabilities,Probability Events
Event Probabilities,Set Operations
Real Numbers,Integer Numbers
Probability Outcomes,Probability
Probability Outcomes,Sets
Ordered Pairs,Sets
Probability Events,Probability Outcomes
Probability Events,Subsets
Set Operations,Algebras
Integer Numbers,Solving Equations
Sets,Objects
Subsets,Sets
Algebras,Operations
Solving Equations,Arithmetic
Solving Equations,Equations
Operations,Functions
Arithmetic,Natural Numbers
Arithmetic,Operations
Equations,Objects
Functions,Relations
Natural Numbers,Functions
