name,need
Tree-Structured Densities,Conditional Densities
Tree-Structured Densities,Rooted Trees
Conditional Densities,Marginal Densities
Rooted Trees,Trees
Marginal Densities,Multivariate Real Densities
Marginal Densities,Set Specification
Trees,Graphs
Multivariate Real Densities,Probability Densities
Multivariate Real Densities,N-Dimensional Space
Set Specification,Set Extension
Graphs,Relations
Probability Densities,Probability Events
Probability Densities,Real Numbers
N-Dimensional Space,Space
N-Dimensional Space,Real Numbers
Set Extension,Identity
Relations,Ordered Pairs
Probability Events,Probability Outcomes
Probability Events,Subsets
Real Numbers,Integer Numbers
Identity,Objects
Ordered Pairs,Sets
Probability Outcomes,Probability
Probability Outcomes,Sets
Probability Outcomes,Cardinality
Subsets,Sets
Integer Numbers,Solving Equations
Sets,Objects
Cardinality,Natural Numbers
Solving Equations,Arithmetic
Solving Equations,Equations
Natural Numbers,Functions
Arithmetic,Natural Numbers
Arithmetic,Operations
Equations,Objects
Functions,Relations
Operations,Functions
