name,need
Differential Entropy,Entropy
Differential Entropy,Multivariate Real Densities
Entropy,Logarithm
Entropy,Probability Distributions
Multivariate Real Densities,N-Dimensional Space
Multivariate Real Densities,Probability Densities
Logarithm,Real Numbers
Probability Distributions,Intervals
Probability Distributions,Probability Outcomes
Probability Distributions,Real Summation
N-Dimensional Space,Real Numbers
N-Dimensional Space,Space
Probability Densities,Probability Distributions
Probability Densities,Real Integrals
Real Numbers,Rational Numbers
Intervals,Real Numbers
Probability Outcomes,Cardinality
Probability Outcomes,Probability
Real Summation,Natural Summation
Real Summation,Real Numbers
Real Integrals,Nonnegative Integrals
Rational Numbers,Integer Numbers
Cardinality,Injective Functions
Cardinality,Natural Numbers
Probability,Common Sense
Natural Summation,Family Operations
Natural Summation,Natural Sums
Nonnegative Integrals,Simple Integrals
Integer Numbers,Zero
Injective Functions,Functions
Natural Numbers,Empty Set
Natural Numbers,Set Intersections
Natural Numbers,Set Unions
Family Operations,Algebras
Family Operations,Families
Natural Sums,Natural Numbers
Simple Integrals,Measurable Functions
Simple Integrals,Simple Functions
Zero,Equation Solutions
Zero,Natural Numbers
Functions,Relations
Empty Set,Set Specification
Set Intersections,Set Specification
Set Unions,Set Specification
Algebras,Operations
Families,Functions
Families,Power Set
Measurable Functions,Measures
Simple Functions,Characteristic Functions
Simple Functions,Partitions
Equation Solutions,Equations
Relations,Ordered Pairs
Set Specification,Sentences
Set Specification,Set Inclusion
Operations,Functions
Power Set,Set Inclusion
Measures,Cardinality
Measures,Power Set
Measures,Subset Algebras
Characteristic Functions,Real Functions
Partitions,Set Operations
Equations,Identity
Ordered Pairs,Empty Set
Ordered Pairs,Unordered Pairs
Sentences,Sets
Set Inclusion,Set Equality
Subset Algebras,Cardinality
Subset Algebras,Set Operations
Subset Algebras,Subset Systems
Real Functions,Intervals
Set Operations,Algebras
Set Operations,Set Intersections
Set Operations,Set Symmetric Differences
Set Operations,Set Unions
Identity,Objects
Unordered Pairs,Set Specification
Sets,Objects
Set Equality,Identity
Set Equality,Sets
Subset Systems,Ordered Pairs
Subset Systems,Power Set
Set Symmetric Differences,Set Complements
Set Symmetric Differences,Set Unions
Set Complements,Set Specification
