name,need
Nonnegative Integrals,Set Specification
Nonnegative Integrals,Simple Functions
Set Specification,Set Equality
Simple Functions,Characteristic Functions
Set Equality,Identity
Set Equality,Sets
Characteristic Functions,Real Functions
Identity,Objects
Sets,Objects
Real Functions,Functions
Real Functions,Intervals
Functions,Relations
Intervals,Real Numbers
Relations,Ordered Pairs
Real Numbers,Rational Numbers
Ordered Pairs,Sets
Rational Numbers,Integer Numbers
Integer Numbers,Solving Equations
Solving Equations,Arithmetic
Solving Equations,Equations
Arithmetic,Natural Numbers
Arithmetic,Operations
Equations,Objects
Natural Numbers,Functions
Operations,Functions
