name,need
Extended Real Numbers,Intervals
Extended Real Numbers,Real Limits
Extended Real Numbers,Set Operations
Intervals,Real Numbers
Real Limits,Real Sequences
Set Operations,Algebras
Set Operations,Set Intersections
Set Operations,Set Symmetric Differences
Set Operations,Set Unions
Real Numbers,Rational Numbers
Real Sequences,Real Numbers
Real Sequences,Sequences
Algebras,Operations
Set Intersections,Pair Intersections
Set Symmetric Differences,Set Complements
Set Symmetric Differences,Set Unions
Set Unions,Empty Set
Set Unions,Unordered Pairs
Rational Numbers,Integer Numbers
Sequences,Direct Products
Sequences,Function Composites
Operations,Functions
Pair Intersections,Set Specification
Set Complements,Set Specification
Empty Set,Set Specification
Unordered Pairs,Set Specification
Integer Numbers,Zero
Direct Products,Natural Families
Direct Products,Natural Order
Function Composites,Functions
Functions,Relations
Set Specification,Set Inclusion
Zero,Equation Solutions
Zero,Natural Numbers
Natural Families,Families
Natural Families,Natural Numbers
Natural Order,Natural Numbers
Relations,Ordered Pairs
Set Inclusion,Definitions
Set Inclusion,Standardized Accounts
Equation Solutions,Identities
Natural Numbers,Empty Set
Natural Numbers,Set Intersections
Natural Numbers,Set Unions
Families,Functions
Families,Power Set
Ordered Pairs,Unordered Pairs
Definitions,Objects
Standardized Accounts,Accounts
Identities,Names
Power Set,Set Inclusion
Accounts,Deductions
Accounts,Quantified Statements
Names,Letters
Names,Objects
Deductions,Logical Statements
Quantified Statements,Logical Statements
Logical Statements,Statements
Statements,Identities
Statements,Sets
Sets,Names
