name,need
Convex Cones,Cones
Convex Cones,Convex Sets
Cones,N-Dimensional Space
Convex Sets,Affine Sets
Convex Sets,Intervals
Convex Sets,Set Operations
N-Dimensional Space,Real Numbers
N-Dimensional Space,Space
Affine Sets,N-Dimensional Space
Intervals,Real Numbers
Set Operations,Algebras
Set Operations,Set Intersections
Set Operations,Set Symmetric Differences
Set Operations,Set Unions
Real Numbers,Rational Numbers
Algebras,Operations
Set Intersections,Pair Intersections
Set Symmetric Differences,Set Complements
Set Symmetric Differences,Set Unions
Set Unions,Empty Set
Set Unions,Unordered Pairs
Rational Numbers,Integer Numbers
Operations,Functions
Pair Intersections,Set Specification
Set Complements,Set Specification
Empty Set,Set Specification
Unordered Pairs,Set Specification
Integer Numbers,Zero
Functions,Relations
Set Specification,Set Inclusion
Zero,Equation Solutions
Zero,Natural Numbers
Relations,Ordered Pairs
Set Inclusion,Definitions
Set Inclusion,Standardized Accounts
Equation Solutions,Identities
Natural Numbers,Empty Set
Natural Numbers,Set Intersections
Natural Numbers,Set Unions
Ordered Pairs,Unordered Pairs
Definitions,Objects
Standardized Accounts,Accounts
Identities,Names
Accounts,Deductions
Accounts,Quantified Statements
Names,Letters
Names,Objects
Deductions,Logical Statements
Quantified Statements,Logical Statements
Logical Statements,Statements
Statements,Identities
Statements,Sets
Sets,Names
