name,need
Partitioner,Datasets
Partitioner,Partitions
Datasets,Sequences
Partitions,Set Intersections
Partitions,Set Unions
Sequences,Direct Products
Sequences,Family Unions and Intersections
Sequences,Set Numbers
Set Intersections,Pair Intersections
Set Unions,Empty Set
Set Unions,Unordered Pairs
Direct Products,Families
Family Unions and Intersections,Families
Family Unions and Intersections,Generalized Set Dualities
Family Unions and Intersections,Set Unions and Intersections
Set Numbers,Finite Sets
Pair Intersections,Set Specification
Empty Set,Set Specification
Unordered Pairs,Set Specification
Families,Functions
Generalized Set Dualities,Intersection of Empty Set
Generalized Set Dualities,Set Dualities
Set Unions and Intersections,Pair Intersections
Set Unions and Intersections,Pair Unions
Finite Sets,Equivalent Sets
Set Specification,Set Inclusion
Functions,Relations
Intersection of Empty Set,Pair Unions
Intersection of Empty Set,Set Intersections
Set Dualities,Pair Intersections
Set Dualities,Pair Unions
Set Dualities,Set Complements
Pair Unions,Set Unions
Equivalent Sets,Equivalence Relations
Equivalent Sets,Function Inverses
Equivalent Sets,Natural Order
Set Inclusion,Standardized Accounts
Relations,Set Products
Set Complements,Empty Set
Set Complements,Set Differences
Equivalence Relations,Partitions
Equivalence Relations,Relations
Function Inverses,Function Composites
Function Inverses,Function Images
Natural Order,Peano Axioms
Standardized Accounts,Accounts
Set Products,Ordered Pairs
Set Products,Set Powers
Set Differences,Set Specification
Function Composites,Functions
Function Images,Functions
Peano Axioms,Natural Induction
Accounts,Deductions
Ordered Pairs,Unordered Pairs
Set Powers,Unordered Triples
Natural Induction,Natural Numbers
Deductions,Quantified Statements
Unordered Triples,Pair Unions
Natural Numbers,Intersection of Empty Set
Natural Numbers,Set Differences
Natural Numbers,Successor Sets
Quantified Statements,Logical Statements
Successor Sets,Pair Unions
Logical Statements,Statements
Statements,Identities
Statements,Sets
Identities,Names
Sets,Names
Names,Letters
Names,Objects
